Title,Link,Img_Link,Post_Description
,https://phenikaa-uni.edu.vn/vi#,https://phenikaa-uni.edu.vn/img/search-icon-1.png,"Nhằm mang đến cho tất cả các bé là con của đoàn viên Công đoàn và người lao động trong toàn Trường không khí vui tươi, phấn khởi của thiếu nhi trên cả nước cũng như toàn thế giới trong ngày hội của chính của các con - Ngày Quốc tế thiếu nhi, ngày 01/06/2024, Công đoàn Trường Đại học Phenikaa tổ chức chương trình “Ngày hội kết nối yêu thương mùa 3”. "
